text,speaker_type,section,j1_qwen3,j2_gemma3,j3_cogito,j4_qwen314b,j5_gemma12b,prelim_mv,human_label
"We're laser-focused on what we can control, inspiring and innovating for the 8 billion consumers we have the privilege to serve.",executive,prepared,0,0,1,0,0,0,
"And that discipline and that rigor I think is helping us execute for them, but there's more work to do.",executive,qa,0,0,1,1,1,1,
"But in general, what you see in our numbers, and the reason it's so successful, is our clients and partners are downstream from our unit economics, and they want our unit economics.",executive,prepared,1,0,1,1,1,1,
And I'd say we do believe that we'll have further updates there.,executive,qa,1,0,1,0,1,1,
"Executives - CTO & Executive VP
And on defense and reindustrialization, obviously, reindustrialization is something we've been talking about for the better part of 2 or 3 years now.",executive,prepared,0,0,1,1,0,0,
It was a good opportunity to give you guys a bit more color here.,executive,qa,0,0,1,0,0,0,
There'll be a little bit more expense falling into next year related to that.,executive,qa,1,0,1,1,1,1,
"And August looked like a spike in volatility, but it looks like you did really well.",analyst,qa,1,0,1,1,1,1,
"But yes, as Jamie points out, just remember that to the extent that the market is sufficient, which maybe it's not, but you can't really hedge ahead of cuts that are already priced in, right?",executive,qa,0,1,1,1,0,1,
"In wealth, we brought together highly complementary capabilities that position us to be a leading player.",executive,prepared,1,0,1,1,1,1,
"In our case, I think we've demonstrated a really strong road map and the ability to partner well with our customers.",executive,qa,1,0,1,1,1,1,
"That's a great product, great technology, but it's been out for 20 years.",executive,qa,1,0,1,1,1,1,
And when you expect that to contribute and your confidence in it?,analyst,qa,1,0,1,1,1,1,
"Some of them are already approved, most of them submitted.",executive,qa,1,0,1,1,0,1,
There are some structural tailwinds which will continue to unlock further opportunity.,executive,qa,1,0,1,1,1,1,
I am encouraged by recent pricing trends.,ir,prepared,1,0,1,1,1,1,
And history has told me that we have approaching 10 Onsites per diem.,executive,qa,0,0,1,1,0,0,
"They're embracing the change, and we're ready for the challenge.",executive,qa,0,0,1,1,0,0,
But I think more certainty with respect to the policy landscape will be needed to really accelerate that.,executive,qa,0,0,1,1,1,1,
"A lower profile, which we believe that along with its ease of use reduce further barriers to adoption.",executive,qa,0,0,1,1,1,1,
"There were a few other periods, obviously, the '08, '09 period, much shorter in duration, but pretty steep.",executive,prepared,1,0,1,1,1,1,
"It's a big, big tenet of what we're trying to do.",executive,qa,0,0,1,1,0,0,
We also set a number of targets so we would be held accountable for our progress.,executive,prepared,0,0,1,1,0,0,
I'm very pleased with how our teams are navigating a condensed period between Thanksgiving and Christmas.,ir,prepared,0,0,1,1,0,0,
"So that means that Andy Morton, as well as Gonzalo are 2 looking at their cost structures at expenses that they can take out or productivity that they might improve.",ir,qa,1,0,1,1,1,1,
So we're going to continue to keep this focus.,executive,qa,0,0,1,0,0,0,
And I think the FMI Technology is a great proxy for that.,executive,prepared,1,0,1,1,1,1,
Or is this something that's going to be announced on Wednesday and canceled on Friday?,executive,qa,0,0,1,1,1,1,
They're talking to all these vendors all the time about all these things that will never work instead of solving the problem.,executive,prepared,1,0,1,1,1,1,
The steps that we took in our financial restructuring this quarter was very critical to be able to bring us to a point that we can say we have the capacity to and driving to long-term shareholder return.,executive,qa,1,0,1,1,1,1,
We recognize that the private credit industry has been an area of increased focus in recent months.,executive,prepared,0,0,1,1,1,1,
"But I think in many ways, they missed the point.",executive,prepared,0,0,1,0,0,0,
It has been in the United States where client led inflows in every one of these periods.,executive,prepared,1,0,1,1,1,1,
"And then I guess just bigger picture, if I could take a step back, can you just talk about the operating model?",analyst,qa,1,0,1,1,1,1,
"Third, we need to build trust with foundry customers.",ir,prepared,0,0,1,1,1,1,
"We've had some great examples of Peg Premium this quarter, Vomero 18 this quarter, both new innovations with great story talent, great presentation, and we've had wonderful sell-throughs on those.",executive,qa,1,0,1,1,1,1,
"And to Raj's coverage, on the integrated leadership team now with the service organization, we absolutely expect to extend that across the entire network, and I just could not be more appreciative of our operators and how well they're doing.",executive,qa,0,0,1,1,0,0,
And enough for us to kind of see a more normal level of credit.,ir,qa,0,0,1,1,1,1,
Do you want to handle that as the man on the frontline?,executive,prepared,0,0,1,0,0,0,
"I'll go into more detail on our 2025 expectations for net interest income and noninterest expense in the next few slides, but first, I want to highlight the progress we've made on improving our returns.",ir,prepared,1,0,1,1,1,1,
"Maybe as a quick follow-up, could you tell us about the useful lives of GPUs?",analyst,qa,1,0,1,1,1,1,
"And I just wanted to start with a big thanks to the entire innovative medicine team throughout the world, really strong results in the first quarter with over $15 billion in net sales 7.4% operational growth really importantly, [ 11k ] brands delivering double-digit growth.",executive,qa,1,0,1,1,1,1,
"So we intend to launch FedStart with the U.K. on the secret network and above, top secret network later this year.",executive,prepared,1,0,1,1,1,1,
We're talking to the administration about the importance of American companies to be able to address the Chinese market.,executive,qa,0,0,1,1,1,1,
"And so as we get more demand, we're constrained.",executive,qa,1,0,1,1,1,1,
The first action is to ignite our winning culture.,executive,prepared,0,0,1,1,0,0,
"All told, NIKE Inc. lit up the marketplace on the ground.",executive,prepared,1,0,1,1,1,1,
And so a lot of optimism for continuing to drive the launch there.,executive,qa,0,0,1,1,1,1,
Each of these initiatives will result in both improvement of our operating efficiency and our safety and soundness.,ir,prepared,1,0,1,1,0,1,
It centers on the ability to convert and transfer capital as per U.S. banking rules.,ir,qa,0,0,1,1,1,1,
And that's what we have to fight to keep.,executive,prepared,0,0,1,0,1,0,
"You will recall that in the first half of last year, we expected some tailwinds on the back of clearing of the backlog, specifically in orthopedic procedures.",executive,qa,1,0,1,1,1,1,
"From a fuel perspective, the fuel index is doing its job.",executive,qa,1,0,1,1,1,1,
"Just as well, you don't need to create new systems for the sake of doing something that you could easily be doing in networking in Ethernet.",executive,qa,0,0,1,1,1,1,
"And so part of our process is, in fact, that, taking a regular review of what is on track in the way of our milestones and deliverables where we see things that are being delayed or going red, what is the underlying root cause for why.",ir,qa,0,0,1,1,0,0,
"Our One BlackRock culture has been central to our success over the last 35 years, and cultural alignment has been core throughout our history of successful M&A.",executive,prepared,0,0,1,1,0,0,
I'll start with the dimensions that I consider to be progressing fastest in the comeback.,executive,prepared,0,1,1,1,1,1,
"It's continuing to work on third-party expenses, operating losses and on and on.",executive,qa,1,0,1,1,1,1,
So I want to make sure that people take that into account.,executive,qa,0,0,1,0,0,0,
"That's new customer acquisition, which we're really pleased with.",executive,qa,1,0,1,1,1,1,
"And I think, Ed's super excited about both what we've done, but continuing to execute along the lines that we've laid out for you all.",executive,qa,0,0,1,1,0,0,
It's just that the mindset of portfolio managers is they always go back to sort of the lowest common denominator of fundamental performance versus thinking about resilience.,analyst,qa,0,0,1,1,1,1,
"At the same time, we are resetting and -- resetting some of our consumer-led concepts in existing doors, but we have work to do.",executive,qa,0,0,1,1,1,1,
So I look forward to introducing you to our senior leadership team and laying out our strategy over for the next several years going forward for freight.,executive,qa,0,0,1,1,0,0,
"On Slide 14, we show the results for U.S.",ir,prepared,1,0,1,1,1,1,
"Executives - Executive Vice President of Innovative Medicine and R&D
Maybe just a comment on Icotrokinra since you asked about that.",executive,qa,0,0,0,1,0,0,
So that driver of sort of long-term consumer deposit franchise growth is in place.,executive,qa,1,0,1,1,1,1,
"We do everything, and we saw a lot of activity come in late in the quarter.",executive,qa,1,0,1,1,1,1,
We have extraordinary people around the world.,executive,qa,0,0,1,0,0,0,
